date,gagnant,duree,coups
2025-04-15 09:29:39,X,6.79,"[(5, 3), (5, 0), (5, 1), (5, 2), (4, 3), (5, 4), (5, 5), (5, 6), (5, 4), (5, 0), (4, 0), (5, 1), (5, 2), (4, 3), (4, 4), (5, 5), (5, 6), (5, 5), (5, 2), (4, 0), (5, 1), (4, 2), (4, 3), (4, 4), (4, 5), (5, 6), (4, 5), (5, 1)]"
2025-04-15 09:29:49,X,9.13,"[(5, 3), (5, 0), (5, 1), (5, 2), (4, 3), (5, 4), (5, 5), (5, 6), (5, 0), (4, 0), (3, 0), (5, 1), (5, 2), (4, 3), (5, 4), (5, 5), (5, 6), (5, 2), (5, 6), (3, 0), (5, 1), (4, 2), (4, 3), (5, 4), (5, 5), (4, 6), (4, 3), (5, 4), (3, 0), (5, 1), (4, 2), (3, 3), (4, 4), (5, 5), (4, 6), (3, 3), (5, 5)]"
2025-04-15 09:30:14,X,24.45,"[(5, 3), (5, 0), (5, 1), (5, 2), (4, 3), (5, 4), (5, 5), (5, 6), (5, 0), (5, 6), (4, 0), (5, 1), (5, 2), (4, 3), (5, 4), (5, 5), (4, 6), (5, 4), (5, 1), (4, 0), (4, 1), (5, 2), (4, 3), (4, 4), (5, 5), (4, 6), (5, 5), (5, 2), (4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 2), (4, 3), (4, 0), (4, 1), (3, 2), (3, 3), (4, 4), (4, 5), (4, 6), (4, 0), (3, 3), (3, 0), (4, 1), (3, 2), (2, 3), (4, 4), (4, 5), (4, 6), (3, 0), (2, 3)]"
2025-04-15 09:30:26,X,11.14,"[(5, 3), (5, 0), (5, 1), (5, 2), (4, 3), (5, 4), (5, 5), (5, 6), (5, 0), (4, 0), (3, 0), (5, 1), (5, 2), (4, 3), (5, 4), (5, 5), (5, 6), (5, 1), (5, 6), (3, 0), (4, 1), (5, 2), (4, 3), (5, 4), (5, 5), (4, 6), (5, 4), (4, 3), (3, 0), (4, 1), (5, 2), (3, 3), (4, 4), (5, 5), (4, 6), (5, 2), (3, 3), (3, 0), (4, 1), (4, 2), (2, 3), (4, 4), (5, 5), (4, 6), (5, 5), (2, 3)]"
2025-04-15 09:30:51,X,23.23,"[(5, 3), (5, 0), (5, 1), (5, 2), (4, 3), (5, 4), (5, 5), (5, 6), (5, 4), (5, 0), (4, 0), (5, 1), (5, 2), (4, 3), (4, 4), (5, 5), (5, 6), (5, 2), (4, 0), (3, 0), (5, 1), (4, 2), (4, 3), (4, 4), (5, 5), (5, 6), (5, 1), (3, 0), (2, 0), (4, 1), (4, 2), (4, 3), (4, 4), (5, 5), (5, 6), (5, 6), (2, 0)]"
2025-04-15 09:30:59,X,7.47,"[(5, 3), (5, 0), (5, 1), (5, 2), (4, 3), (5, 4), (5, 5), (5, 6), (5, 4), (5, 0), (4, 0), (5, 1), (5, 2), (4, 3), (4, 4), (5, 5), (5, 6), (4, 3), (4, 0), (3, 0), (5, 1), (5, 2), (3, 3), (4, 4), (5, 5), (5, 6), (5, 2), (3, 0), (2, 0), (5, 1), (4, 2), (3, 3), (4, 4), (5, 5), (5, 6), (4, 2), (2, 0)]"
2025-04-15 09:31:08,X,7.24,"[(5, 3), (5, 0), (5, 1), (5, 2), (4, 3), (5, 4), (5, 5), (5, 6), (5, 5), (5, 0), (4, 0), (5, 1), (5, 2), (4, 3), (5, 4), (4, 5), (5, 6), (5, 6), (4, 0), (3, 0), (5, 1), (5, 2), (4, 3), (5, 4), (4, 5), (4, 6), (5, 4), (3, 0), (2, 0), (5, 1), (5, 2), (4, 3), (4, 4), (4, 5), (4, 6), (5, 2), (2, 0)]"
2025-04-15 09:31:16,X,7.44,"[(5, 3), (5, 0), (5, 1), (5, 2), (4, 3), (5, 4), (5, 5), (5, 6), (5, 2), (5, 0), (4, 0), (5, 1), (4, 2), (4, 3), (5, 4), (5, 5), (5, 6), (4, 3), (4, 0), (3, 0), (5, 1), (4, 2), (3, 3), (5, 4), (5, 5), (5, 6), (5, 1), (3, 0), (2, 0), (4, 1), (4, 2), (3, 3), (5, 4), (5, 5), (5, 6), (4, 1), (2, 0)]"
2025-04-15 09:31:24,X,7.21,"[(5, 3), (5, 0), (5, 1), (5, 2), (4, 3), (5, 4), (5, 5), (5, 6), (5, 5), (5, 0), (4, 0), (5, 1), (5, 2), (4, 3), (5, 4), (4, 5), (5, 6), (4, 3), (4, 0), (3, 0), (5, 1), (5, 2), (3, 3), (5, 4), (4, 5), (5, 6), (5, 4), (3, 0), (2, 0), (5, 1), (5, 2), (3, 3), (4, 4), (4, 5), (5, 6), (5, 6), (2, 0)]"
2025-04-15 09:36:15,O,23.74,"[(5, 3), (4, 3), (5, 0), (5, 4), (5, 2), (5, 1), (4, 1), (4, 4), (4, 2), (3, 1), (4, 0), (3, 4), (3, 0), (2, 4)]"
2025-04-15 09:37:07,O,51.3,"[(5, 3), (4, 3), (5, 6), (5, 4), (5, 0), (4, 4), (5, 2), (5, 1), (4, 2), (4, 1), (3, 2), (2, 2), (3, 1), (2, 1), (4, 0), (3, 4), (2, 4), (1, 4), (0, 4), (3, 3), (1, 1), (5, 5)]"
2025-04-15 09:37:52,O,43.23,"[(5, 3), (4, 3), (5, 6), (5, 4), (5, 0), (4, 4), (5, 2), (5, 1), (5, 5), (3, 4), (2, 4), (1, 4), (4, 6), (0, 4), (3, 6), (2, 6), (4, 5), (3, 5), (2, 5), (1, 6), (3, 3), (0, 6), (4, 2), (1, 5), (4, 0), (2, 3), (4, 1), (1, 3)]"
2025-04-15 09:38:50,X,55.49,"[(5, 3), (4, 3), (5, 6), (5, 4), (5, 0), (4, 4), (5, 2), (5, 1), (5, 5), (3, 4), (2, 4), (1, 4), (3, 3), (0, 4), (4, 5), (4, 0), (4, 1), (4, 2), (2, 3), (3, 5), (4, 6), (4, 0), (4, 2), (3, 0), (4, 1), (3, 2), (2, 3), (3, 5), (4, 6), (3, 2), (3, 5), (4, 1), (2, 3), (3, 1), (2, 5)]"
2025-04-15 09:43:55,O,304.09,"[(5, 3), (4, 3), (5, 6), (5, 4), (4, 4), (3, 4), (5, 5), (2, 4), (1, 4), (3, 3), (4, 5), (0, 4), (3, 5), (2, 5), (5, 0), (5, 2)]"
2025-04-15 09:55:33,N,55.36,"[(5, 3), (4, 3), (3, 3), (5, 2), (4, 2), (3, 2), (2, 2), (5, 1), (4, 1), (3, 1), (2, 1), (5, 0), (4, 0), (3, 0), (2, 0), (2, 3), (1, 1), (0, 1), (1, 0), (0, 0), (5, 4), (4, 4), (1, 2), (1, 3), (0, 2), (0, 3), (3, 4), (5, 5), (5, 6), (3, 4), (2, 4), (5, 5), (5, 6), (4, 5), (3, 5), (4, 6), (1, 4), (0, 4), (2, 5), (3, 6), (2, 5), (1, 5), (0, 5), (3, 6), (0, 4), (2, 6), (1, 6), (0, 6), (0, 6)]"
2025-04-15 09:56:40,N,56.3,"[(5, 3), (4, 3), (3, 3), (5, 2), (4, 2), (3, 2), (2, 2), (5, 1), (4, 1), (3, 1), (2, 1), (5, 0), (4, 0), (3, 0), (2, 0), (2, 3), (1, 1), (0, 1), (1, 0), (0, 0), (5, 4), (4, 4), (1, 2), (1, 3), (0, 2), (0, 3), (3, 4), (5, 5), (5, 6), (5, 6), (5, 5), (3, 4), (4, 5), (4, 6), (4, 5), (3, 4), (2, 4), (3, 5), (2, 5), (1, 5), (1, 4), (0, 5), (0, 4), (4, 6), (4, 6), (3, 6), (3, 6), (2, 6), (1, 6), (0, 6)]"
